device_type,age_months,cpu_usage_percent,cpu_temperature_celsius,memory_usage_percent,memory_available_gb,memory_total_gb,battery_health_percent,battery_cycle_count,battery_charging_status,system_uptime_hours,days_since_last_update,cpu_score,memory_score,battery_score,system_score,overall_health_percent,remaining_months
laptop,41.6,87.8,74.2,40.5,9.5,16,57.4,1500,charging,27.4,29.0,61.1,100,40.2,100,67.2,18
laptop,5.6,48.5,55.5,45.5,8.7,16,93.6,191,discharging,67.7,29.0,100,100,100,100,100,56.6
desktop,82.1,52.5,77.6,62.8,5.9,16,,,,3430.5,116.0,73.1,96.6,100,35.2,69.1,9.6
desktop,83.5,42.3,82.6,53.0,3.8,8,,,,6.6,146.0,64.8,98.4,100,63.9,73.0,0
desktop,20.3,93.6,62.1,50.6,7.9,16,,,,1499.6,23.0,72.8,100,100,80.0,81.6,70.8
laptop,78.6,47.8,77.4,46.8,8.5,16,57.4,1500,charging,491.3,118.0,74.5,100,40.2,58.9,68.6,0
laptop,3.3,61.1,60.4,38.4,19.7,32,97.3,93,charging,3512.7,30.0,95.0,100,100,68.0,94.5,45.7
laptop,18.8,83.6,65.6,38.2,9.9,16,83.4,666,charging,44.0,58.0,76.9,100,82.0,86.0,84.7,39.7
desktop,66.7,46.5,75.7,48.2,16.6,32,,,,2425.2,98.0,77.7,100,100,37.1,71.9,0
desktop,73.7,66.5,78.4,69.0,9.9,32,,,,41.4,105.0,66.1,89.2,100,68.4,74.3,2.3
desktop,46.8,50.6,72.9,39.4,19.4,32,,,,6.3,37.0,81.7,100,100,96.5,92.4,13.6
laptop,42.9,11.0,61.4,46.9,8.5,16,55.0,1500,charging,3604.4,58.0,98.0,100,38.5,54.0,73.9,7.5
desktop,46.5,63.3,73.6,35.3,5.2,8,,,,148.0,61.0,75.6,100,100,84.5,87.6,33.9
laptop,52.7,45.1,70.4,59.2,3.3,8,54.4,1500,discharging,819.6,120.0,85.4,94.4,38.1,46.7,66.8,9.9
laptop,62.9,20.8,69.7,64.4,11.4,32,55.1,1500,discharging,3503.2,47.0,86.4,94.7,38.6,59.5,68.0,0
laptop,64.9,13.4,65.9,53.5,7.4,16,56.0,1500,discharging,640.2,94.0,91.7,100,39.2,61.6,74.1,3.2
laptop,39.4,17.7,61.0,51.1,7.8,16,71.6,1022,discharging,496.1,81.0,98.6,100,58.2,66.5,81.3,14.3
laptop,29.3,36.0,64.0,51.0,15.7,32,72.6,994,charging,139.5,44.0,94.4,100,59.9,93.0,85.7,35.8
desktop,17.2,49.3,59.6,57.2,3.4,8,,,,53.6,54.0,100,95.2,100,88.0,93.7,66.1
desktop,31.5,43.3,64.7,45.3,17.5,32,,,,502.5,69.0,93.4,100,100,72.5,90.4,63.9
laptop,5.6,79.0,61.4,49.1,8.1,16,93.3,188,discharging,62.3,38.0,86.4,100,100,96.0,94.6,45.0
desktop,32.5,20.2,56.2,61.0,6.2,16,,,,20.5,51.0,100,98.8,100,89.5,95.6,55.7
desktop,17.2,85.8,65.5,39.8,4.8,8,,,,324.9,22.0,75.1,100,100,92.0,88.0,69.9
desktop,70.6,22.9,71.8,56.7,6.9,16,,,,1451.3,155.0,83.5,100,100,42.9,74.6,16.0
desktop,68.0,20.6,67.6,43.0,9.1,16,,,,152.4,90.0,89.4,100,100,70.0,84.8,16.2
desktop,48.7,61.0,69.2,45.3,4.4,8,,,,3284.7,92.0,82.7,100,100,37.8,74.0,33.5
desktop,1.9,75.0,60.3,47.8,16.7,32,,,,345.8,18.0,89.6,100,100,92.0,94.8,35.2
desktop,12.1,16.6,57.9,45.4,17.5,32,,,,55.4,22.0,100,100,100,100,100,80.2
desktop,50.4,49.9,64.5,44.3,17.8,32,,,,3287.1,69.0,93.7,100,100,48.5,81.5,10.3
desktop,60.8,87.3,73.8,44.2,8.9,16,,,,432.1,113.0,62.1,100,100,59.5,73.3,20.7
laptop,71.1,93.2,80.5,44.0,4.5,8,58.3,1500,charging,211.7,112.0,44.9,100,40.8,59.6,56.1,0
desktop,73.2,25.8,71.5,50.2,4.0,8,,,,15.3,140.0,83.9,100,100,64.5,84.4,18.0
laptop,24.2,50.0,60.6,42.6,4.6,8,82.0,676,charging,7.2,55.0,99.2,100,81.7,87.5,93.4,37.1
desktop,60.7,23.0,72.6,57.9,3.4,8,,,,134.4,48.0,82.4,95.2,100,91.0,88.8,1.3
laptop,14.0,49.9,62.9,60.6,3.2,8,85.2,471,charging,1350.5,16.0,95.9,92.9,89.7,80.0,91.6,52.1
laptop,82.6,21.6,72.5,64.0,11.5,32,57.4,1500,discharging,4183.6,113.0,82.5,95.2,40.2,35.5,65.7,0
desktop,63.1,54.5,72.8,58.3,13.3,32,,,,5.8,84.0,80.3,100,100,73.0,83.2,18.6
desktop,32.1,35.5,56.8,34.3,10.5,16,,,,3510.3,60.0,100,100,100,53.0,86.3,55.2
laptop,54.5,35.7,65.8,66.5,2.7,8,56.5,1500,discharging,655.1,75.0,91.9,81.8,39.5,69.5,69.0,16.2
laptop,24.8,14.5,55.9,62.8,5.9,16,80.2,649,discharging,22.5,56.0,100,96.6,82.6,87.0,91.6,27.8
laptop,0.9,18.6,57.2,33.4,21.3,32,99.4,26,charging,2172.3,25.0,100,100,100,68.0,95.7,20.6
laptop,67.3,59.8,79.6,49.9,8.0,16,57.4,1500,charging,158.3,112.0,66.5,100,40.2,67.6,65.2,0
desktop,12.1,74.8,60.2,41.7,18.7,32,,,,2.0,9.0,89.8,100,100,100,95.6,54.9
laptop,35.9,58.3,71.0,29.3,5.7,8,59.8,1358,discharging,6.0,54.0,81.3,100,41.9,88.0,74.9,14.9
desktop,68.2,39.1,75.2,66.9,5.3,16,,,,486.5,143.0,78.6,91.7,100,56.2,76.8,14.6
desktop,44.2,66.8,73.2,47.8,16.7,32,,,,56.6,55.0,74.8,100,100,87.5,85.5,34.1
desktop,81.7,94.3,80.8,50.8,15.7,32,,,,20.0,161.0,43.3,100,100,62.3,64.9,12.7
desktop,76.0,88.7,84.7,50.9,15.7,32,,,,2759.7,75.0,41.1,100,100,45.5,60.6,18.1
laptop,65.1,88.7,75.0,57.5,6.8,16,54.3,1500,discharging,8.1,145.0,59.2,100,38.0,64.0,63.4,0
laptop,34.0,82.2,67.0,55.9,14.1,32,67.5,1156,charging,2.9,41.0,76.2,100,52.5,94.5,76.8,25.8
laptop,78.5,77.5,83.7,62.6,3.0,8,54.9,1500,discharging,535.7,61.0,51.8,88.9,38.4,76.5,58.1,0
laptop,83.0,62.2,84.0,66.0,2.7,8,57.1,1500,discharging,507.7,161.0,57.3,82.4,40.0,54.3,55.8,0
desktop,13.2,76.0,63.5,51.4,7.8,16,,,,10.0,20.0,84.7,100,100,100,93.8,63.1
desktop,24.7,70.0,63.5,59.8,3.2,8,,,,284.2,52.0,87.1,93.6,100,81.0,85.4,37.4
laptop,12.4,94.8,62.5,36.1,20.4,32,88.0,438,discharging,2195.6,47.0,71.2,100,91.7,59.5,82.0,53.1
desktop,78.7,27.8,74.1,47.7,4.2,8,,,,204.5,141.0,80.3,100,100,56.4,78.0,0
desktop,38.9,92.2,74.9,50.5,7.9,16,,,,3090.3,92.0,56.2,100,100,37.8,65.3,27.7
laptop,80.2,45.3,77.3,46.3,8.6,16,57.8,1500,discharging,127.8,145.0,74.7,100,40.5,64.0,68.4,0
desktop,28.3,18.9,60.6,35.4,20.7,32,,,,461.0,83.0,99.2,100,100,65.5,89.8,53.7
desktop,64.7,72.2,72.2,52.1,15.3,32,,,,880.2,82.0,74.0,100,100,54.0,76.3,23.9
desktop,69.7,45.5,74.0,58.4,13.3,32,,,,88.7,112.0,80.4,100,100,67.6,80.6,0
desktop,33.2,10.4,55.4,61.4,3.1,8,,,,728.1,22.0,100,91.1,100,80.0,92.5,46.1
desktop,1.4,83.8,66.9,56.5,13.9,32,,,,12.4,19.0,74.9,100,100,100,90.2,12.6
laptop,77.8,43.1,78.6,51.1,3.9,8,54.6,1500,charging,794.5,130.0,72.3,99.2,38.2,45.6,62.5,0
desktop,34.9,87.0,67.2,47.0,4.2,8,,,,338.8,62.0,71.6,100,100,76.0,79.7,60.5
laptop,71.7,10.3,67.0,62.3,6.0,16,54.9,1500,discharging,12.1,139.0,90.2,97.2,38.4,64.7,71.7,0
laptop,32.6,26.1,64.7,37.9,19.9,32,67.3,1207,charging,4.7,52.0,93.4,100,52.2,89.0,82.5,20.1
desktop,2.5,82.5,67.3,33.5,10.6,16,,,,1484.5,9.0,75.5,100,100,80.0,85.3,14.5
laptop,82.0,73.3,85.5,54.5,7.3,16,56.4,1500,charging,11.4,85.0,50.1,100,39.5,72.5,62.2,0
desktop,34.9,81.2,73.9,39.5,9.7,16,,,,14.6,61.0,67.5,100,100,84.5,82.5,52.5
laptop,52.5,12.8,67.6,43.0,9.1,16,54.4,1500,charging,22.6,125.0,89.4,100,38.1,66.2,73.4,15.1
laptop,23.6,82.2,70.8,43.3,18.2,32,75.2,850,charging,348.9,64.0,70.9,100,68.7,75.0,78.4,38.9
laptop,30.5,18.1,56.1,38.8,9.8,16,71.2,1024,charging,31.1,59.0,100,100,57.7,85.5,86.1,39.5
laptop,68.2,56.7,76.3,57.3,13.7,32,54.7,1500,discharging,8.2,70.0,73.9,100,38.3,80.0,68.7,0
laptop,5.8,90.7,66.5,52.7,3.8,8,93.3,214,charging,255.7,39.0,69.3,98.4,100,87.5,86.0,35.6
laptop,54.5,58.4,75.4,59.5,13.0,32,54.9,1500,charging,739.0,65.0,74.9,100,38.4,62.5,68.3,12.2
laptop,41.4,30.2,62.8,51.1,15.7,32,60.2,1362,discharging,3998.7,45.0,96.1,100,42.3,60.5,76.8,9.6
desktop,21.4,61.4,57.3,41.2,4.7,8,,,,549.6,54.0,95.4,100,100,80.0,92.5,73.4
laptop,11.1,13.4,59.0,28.2,23.0,32,93.0,344,discharging,14.2,37.0,100,100,97.4,96.5,100,37.2
laptop,28.7,48.0,58.9,60.1,12.8,32,75.0,856,discharging,3107.2,46.0,100,99.9,68.2,60.0,84.0,23.8
laptop,41.2,90.7,71.9,33.8,10.6,16,71.9,1066,charging,2607.4,34.0,61.7,100,58.7,66.0,68.2,13.6
laptop,35.8,11.2,61.9,35.1,20.8,32,68.1,1057,charging,631.4,61.0,97.3,100,53.3,76.5,81.5,22.7
laptop,1.4,29.9,56.3,60.3,3.2,8,96.5,49,discharging,456.2,22.0,100,93.2,100,92.0,98.1,65.7
desktop,1.7,58.2,64.6,54.7,3.6,8,,,,133.1,22.0,90.3,96.8,100,100,95.6,37.1
laptop,52.7,93.1,71.4,47.0,4.2,8,57.6,1500,charging,1416.3,54.0,60.2,100,40.3,68.0,64.4,1.3
desktop,49.2,63.5,72.6,50.4,15.9,32,,,,2418.7,49.0,77.0,100,100,58.5,76.5,22.9
desktop,63.7,55.3,73.9,60.3,6.4,16,,,,3.4,81.0,78.4,99.6,100,74.5,85.1,3.6
desktop,44.9,72.8,67.0,44.1,17.9,32,,,,55.5,43.0,81.1,100,100,93.5,92.2,29.8
desktop,54.0,85.6,79.6,43.0,4.6,8,,,,3.2,83.0,53.4,100,100,73.5,74.4,39.8
laptop,3.7,68.6,62.7,55.4,14.3,32,95.8,144,charging,3914.9,8.0,88.8,100,100,68.0,90.2,34.1
laptop,35.9,39.7,61.9,46.9,8.5,16,65.9,1294,charging,274.3,55.0,97.3,100,50.3,79.5,79.3,16.4
laptop,16.6,35.1,52.9,34.8,10.4,16,89.8,444,charging,514.2,42.0,100,100,91.4,86.0,96.1,35.1
laptop,70.0,23.5,69.9,48.6,4.1,8,59.5,1500,charging,18.6,58.0,86.1,100,41.6,86.0,74.0,0
laptop,22.4,54.2,62.0,52.2,15.3,32,81.1,757,discharging,1286.6,59.0,95.5,100,78.7,65.5,87.2,48.5
desktop,14.5,81.1,63.6,36.4,10.2,16,,,,5.5,33.0,82.0,100,100,98.5,92.2,48.8
laptop,66.9,20.8,65.3,62.2,12.1,32,57.0,1500,charging,12.9,73.0,92.6,97.4,39.9,78.5,74.1,2.9
laptop,20.3,56.9,59.6,32.4,21.6,32,82.7,674,charging,2485.8,40.0,97.2,100,81.7,63.0,89.2,44.5
laptop,43.5,63.1,64.8,49.2,16.3,32,56.9,1500,discharging,184.5,96.0,88.0,100,39.8,61.3,73.1,18
laptop,7.0,24.0,58.0,44.1,17.9,32,97.1,195,charging,3541.1,24.0,100,100,100,68.0,96.3,58.9
laptop,60.4,94.0,77.0,43.6,18.0,32,58.7,1500,discharging,36.2,109.0,50.7,100,41.1,67.9,60.6,0
desktop,43.9,75.3,67.6,52.3,7.6,16,,,,377.5,52.0,79.2,100,100,81.0,84.1,37.7
laptop,55.6,85.3,74.9,44.4,17.8,32,57.3,1500,discharging,2746.8,47.0,62.4,100,40.1,59.5,61.9,0
desktop,31.0,14.2,56.1,55.4,3.6,8,,,,13.7,39.0,100,96.8,100,95.5,97.3,37.6
desktop,51.9,76.9,68.9,63.1,11.8,32,,,,42.1,90.0,76.8,96.3,100,70.0,82.3,39.2
desktop,70.1,20.6,71.3,56.8,13.8,32,,,,699.1,112.0,84.2,100,100,59.6,81.4,21.6
laptop,43.3,42.1,68.6,52.8,15.1,32,65.6,1240,charging,2948.7,42.0,88.0,100,49.8,62.0,75.3,20.8
desktop,34.2,23.5,57.8,52.4,7.6,16,,,,1489.9,66.0,100,100,100,62.0,86.9,57.2
desktop,24.5,93.5,66.9,59.6,6.5,16,,,,646.2,28.0,66.2,100,100,92.0,83.0,59.8
desktop,45.7,25.9,61.1,31.1,22.0,32,,,,1827.8,106.0,98.5,100,100,48.3,83.9,48.9
laptop,64.9,72.1,75.6,57.6,13.6,32,55.8,1500,charging,2916.3,119.0,69.0,100,39.1,34.8,60.5,0
laptop,83.4,34.8,73.9,47.3,4.2,8,59.1,1500,discharging,655.7,137.0,80.5,100,41.4,56.9,70.4,0
laptop,7.9,61.0,61.4,53.4,14.9,32,97.0,204,charging,15.5,12.0,93.6,100,100,100,97.4,47.8
laptop,3.3,44.6,54.0,63.2,2.9,8,96.8,112,discharging,1063.1,35.0,100,87.4,100,77.5,95.2,62.0
laptop,0.9,25.7,59.1,46.0,4.3,8,99.5,27,charging,123.1,11.0,100,100,100,100,100.0,64.6
laptop,80.7,87.2,88.0,57.4,13.6,32,56.2,1500,charging,8.2,57.0,36.3,100,39.3,86.5,57.6,0
desktop,9.1,34.8,54.5,48.6,16.4,32,,,,132.9,19.0,100,100,100,100,100,84.8
laptop,6.2,48.4,57.6,30.5,11.1,16,97.0,157,discharging,98.8,22.0,100,100,100,100,100,57.0
desktop,20.0,89.5,65.3,35.3,20.7,32,,,,18.2,48.0,72.0,100,100,91.0,87.9,74.0
laptop,43.7,27.3,62.7,40.7,19.0,32,66.2,1110,discharging,8.4,51.0,96.2,100,50.7,89.5,81.0,9.5
desktop,29.9,79.5,67.6,42.2,4.6,8,,,,2248.1,72.0,77.6,100,100,47.0,75.6,65.5
desktop,24.4,91.9,63.9,54.4,7.3,16,,,,3528.9,31.0,71.8,100,100,67.5,80.4,68.5
laptop,34.2,28.0,62.5,50.7,15.8,32,65.5,1198,charging,12.7,77.0,96.5,100,49.7,76.5,78.4,20.7
laptop,78.5,70.7,80.3,52.0,7.7,16,58.4,1500,discharging,3850.5,157.0,60.8,100,40.9,30.7,58.7,0
desktop,7.5,54.4,56.6,49.5,8.1,16,,,,45.2,24.0,98.2,100,100,100,100,84.4
laptop,80.1,85.7,79.6,43.3,4.5,8,56.6,1500,charging,2960.0,108.0,53.3,100,39.6,36.0,54.6,0
desktop,64.2,92.6,75.1,38.8,9.8,16,,,,98.9,103.0,55.5,100,100,68.6,73.2,8.9
laptop,75.5,54.2,78.9,63.6,11.6,32,59.1,1500,discharging,3914.2,57.0,70.0,95.7,41.4,54.5,65.0,0
desktop,2.5,78.4,66.6,46.6,8.6,16,,,,86.5,12.0,79.4,100,100,100,91.3,26.4
desktop,52.9,88.5,72.9,49.0,16.3,32,,,,134.4,76.0,62.3,100,100,77.0,77.4,40.3
laptop,21.2,26.3,54.6,37.5,20.0,32,80.0,774,discharging,20.7,41.0,100,100,78.1,94.5,93.6,26.9
desktop,50.4,87.1,73.7,43.3,4.5,8,,,,2534.0,78.0,62.4,100,100,44.0,69.4,21.6
laptop,4.0,15.6,54.6,45.7,17.4,32,93.5,138,discharging,11.4,30.0,100,100,100,100,100,64.9
desktop,53.9,63.3,67.8,39.8,9.6,16,,,,21.6,89.0,83.8,100,100,70.5,84.2,8.2
desktop,74.4,71.7,82.3,58.5,6.6,16,,,,178.7,144.0,56.7,100,100,56.1,69.5,8.1
desktop,77.5,88.5,87.9,59.7,12.9,32,,,,180.5,145.0,35.3,100,100,56.0,60.0,17.4
laptop,17.0,29.7,60.8,46.7,8.5,16,88.9,477,discharging,11.7,48.0,98.9,100,89.4,91.0,93.9,54.9
laptop,57.0,16.7,62.8,41.6,9.3,16,57.2,1500,discharging,91.4,128.0,96.1,100,40.0,65.9,75.0,0
desktop,6.2,66.8,60.0,50.7,7.9,16,,,,148.5,14.0,93.3,100,100,100,96.9,72.1
laptop,36.2,34.2,58.1,37.3,10.0,16,72.4,960,charging,154.3,67.0,100,100,60.8,81.5,85.5,33.7
laptop,1.2,23.7,51.5,57.8,6.7,16,96.4,44,charging,454.7,30.0,100,100,100,92.0,99.0,64.5
desktop,65.9,68.4,76.0,59.9,6.4,16,,,,150.2,76.0,69.8,100,100,77.0,81.7,5.6
laptop,28.4,58.7,63.4,36.4,20.4,32,73.9,961,discharging,3170.7,63.0,91.8,100,62.9,51.5,79.5,29.2
desktop,19.8,44.4,62.0,52.9,3.8,8,,,,9.7,34.0,97.2,98.4,100,98.0,96.5,48.2
desktop,27.5,23.5,63.3,57.6,13.6,32,,,,465.6,32.0,95.4,100,100,91.0,94.5,53.0
laptop,43.9,75.5,67.8,39.2,19.4,32,58.7,1500,charging,297.8,76.0,78.9,100,41.1,69.0,71.4,18
laptop,10.7,88.1,68.7,61.5,3.1,8,93.4,303,discharging,448.1,16.0,68.5,91.0,99.8,92.0,87.5,45.4
laptop,54.4,34.1,67.5,55.3,14.3,32,54.4,1500,discharging,9.2,106.0,89.5,100,38.1,68.3,72.6,3.0
laptop,45.3,92.6,71.0,46.9,17.0,32,66.8,1185,discharging,2917.6,74.0,61.3,100,51.5,46.0,65.2,16.5
desktop,42.5,71.1,66.5,44.6,4.4,8,,,,4299.1,63.0,82.5,100,100,51.5,77.7,36.4
desktop,54.1,68.0,75.9,34.7,10.5,16,,,,16.3,114.0,70.1,100,100,67.4,77.8,32.1
desktop,57.6,58.4,67.9,44.8,4.4,8,,,,136.1,71.0,85.6,100,100,79.5,87.1,36.0
desktop,38.7,43.5,61.1,44.1,17.9,32,,,,122.4,91.0,98.5,100,100,69.9,91.5,51.2
laptop,72.8,26.5,77.0,63.7,11.6,32,54.6,1500,discharging,100.8,155.0,75.3,95.6,38.2,62.9,66.3,0
desktop,32.7,92.3,67.0,41.9,18.6,32,,,,460.4,58.0,67.1,100,100,78.0,79.1,63.0
laptop,47.0,43.3,65.9,47.0,17.0,32,60.7,1448,discharging,15.0,101.0,91.7,100,43.0,68.8,74.5,7.2
laptop,16.3,63.4,57.7,61.7,12.3,32,89.9,425,discharging,1313.3,35.0,94.6,98.0,92.5,77.5,91.4,37.4
laptop,7.2,41.0,57.1,40.0,4.8,8,92.8,216,charging,129.0,24.0,100,100,100,100,100,52.2
laptop,20.0,46.2,63.1,33.7,5.3,8,75.5,785,charging,692.6,35.0,95.7,100,71.4,89.5,87.8,39.0
laptop,58.5,54.5,72.9,54.1,14.7,32,55.8,1500,charging,145.6,120.0,80.1,100,39.1,66.7,69.2,0
laptop,78.6,57.4,82.9,54.9,7.2,16,57.6,1500,discharging,2660.1,149.0,61.3,100,40.3,31.6,56.8,0
desktop,82.6,85.9,82.1,49.3,16.2,32,,,,607.7,139.0,48.4,100,100,56.7,66.8,0
laptop,25.6,62.2,59.8,56.2,3.5,8,75.9,767,charging,2.0,51.0,95.1,96.0,72.6,89.5,86.6,38.0
laptop,6.1,30.1,57.9,58.3,3.3,8,92.5,159,discharging,841.6,15.0,100,94.4,100,80.0,96.1,46.3
laptop,23.8,34.2,59.1,44.7,17.7,32,72.7,952,discharging,84.9,67.0,100,100,61.5,81.5,86.6,31.2
desktop,12.6,10.5,52.2,62.8,11.9,32,,,,326.9,36.0,100,96.6,100,89.0,94.6,76.7
laptop,61.9,26.2,64.7,58.2,3.3,8,57.9,1500,charging,9.7,40.0,93.4,94.4,40.5,95.0,77.0,0
laptop,17.1,57.0,59.0,36.4,20.4,32,81.5,561,discharging,137.3,48.0,97.2,100,85.8,91.0,92.7,48.8
desktop,47.2,32.6,62.0,65.0,2.8,8,,,,246.6,84.0,97.2,84.4,100,65.0,85.1,39.5
desktop,75.6,57.1,80.1,42.8,9.1,16,,,,4177.3,77.0,66.6,100,100,44.5,69.8,0
desktop,66.1,71.9,81.5,51.0,15.7,32,,,,8.5,95.0,58.1,100,100,69.5,74.3,16.0
desktop,74.1,91.2,84.8,58.0,6.7,16,,,,298.4,80.0,38.6,100,100,67.0,64.2,9.5
laptop,66.3,82.7,79.3,51.4,7.8,16,57.1,1500,discharging,1507.9,86.0,56.5,100,40.0,52.0,61.3,0
desktop,72.7,59.1,81.8,57.9,6.7,16,,,,152.6,147.0,62.7,100,100,63.8,74.5,0
laptop,37.0,23.8,59.6,60.4,12.7,32,65.2,1216,charging,94.6,63.0,100,99.5,49.3,83.5,82.5,24.4
laptop,11.0,12.4,55.6,33.8,5.3,8,90.1,394,charging,49.0,36.0,100,100,94.4,97.0,98.1,51.6
desktop,43.6,53.0,68.3,56.8,6.9,16,,,,536.4,48.0,87.2,100,100,83.0,89.9,49.7
laptop,17.0,33.6,55.1,54.2,7.3,16,82.1,641,charging,959.1,38.0,100,100,82.9,76.0,90.1,48.5
laptop,1.9,22.7,56.2,60.9,12.5,32,95.6,67,charging,1717.9,28.0,100,98.9,100,80.0,95.0,36.5
laptop,48.4,94.3,71.1,48.6,16.5,32,55.0,1500,charging,129.4,39.0,59.6,100,38.5,95.5,68.2,18
desktop,34.4,74.0,64.4,54.1,3.7,8,,,,3.7,34.0,84.2,97.6,100,98.0,94.0,27.1
laptop,37.5,71.5,70.2,60.9,12.5,32,70.8,1048,charging,7.8,46.0,77.1,98.9,57.1,92.0,76.5,10.8
laptop,38.2,84.5,73.9,39.6,19.3,32,65.7,1118,discharging,19.2,75.0,64.5,100,50.0,77.5,67.8,17.8
laptop,48.4,37.8,63.1,39.7,19.3,32,57.7,1500,discharging,566.3,54.0,95.7,100,40.4,80.0,78.6,15.3
laptop,60.1,58.4,71.8,56.8,13.8,32,55.5,1500,discharging,4.3,120.0,80.1,100,38.8,66.7,69.9,0.8
desktop,25.8,88.5,64.7,36.1,5.1,8,,,,27.7,79.0,73.8,100,100,75.5,81.8,47.2
laptop,40.3,57.4,65.1,47.6,4.2,8,61.6,1440,discharging,3823.1,35.0,89.9,100,44.2,65.5,73.1,14.5
laptop,28.8,32.2,63.7,46.9,17.0,32,73.0,1021,charging,32.4,31.0,94.8,100,60.2,99.5,87.8,42.2
desktop,31.0,85.9,66.9,45.1,4.4,8,,,,373.3,36.0,73.0,100,100,89.0,84.9,46.3
laptop,11.5,78.9,63.4,35.0,5.2,8,89.8,420,charging,5.8,43.0,83.7,100,92.8,93.5,90.8,42.0
desktop,33.5,74.9,63.8,41.5,4.7,8,,,,12.9,75.0,84.7,100,100,77.5,86.9,31.8
laptop,72.9,19.2,69.8,48.2,4.1,8,56.9,1500,charging,11.6,52.0,86.3,100,39.8,89.0,73.7,0
desktop,81.5,91.1,84.6,58.9,3.3,8,,,,27.6,80.0,39.1,94.4,100,75.0,66.6,0
desktop,37.5,69.8,69.3,30.8,11.1,16,,,,8.7,94.0,79.1,100,100,69.6,83.6,44.3
laptop,69.1,88.2,79.9,66.0,5.4,16,55.0,1500,discharging,13.1,132.0,50.5,92.8,38.5,65.4,57.5,0
desktop,33.9,46.2,61.8,47.4,8.4,16,,,,19.3,48.0,97.5,100,100,91.0,97.0,30.6
desktop,3.1,73.7,60.7,51.0,3.9,8,,,,19.9,22.0,89.5,99.2,100,100,96.4,81.9
laptop,26.5,66.8,66.6,51.6,7.7,16,74.2,903,discharging,4065.3,49.0,84.0,100,65.4,58.5,79.8,36.9
laptop,16.7,60.2,62.9,43.7,9.0,16,85.5,490,discharging,4.4,47.0,91.9,100,88.6,91.5,92.4,45.0
laptop,19.6,24.8,54.4,40.2,4.8,8,82.2,641,discharging,23.9,24.0,100,100,82.9,100,95.7,50.3
laptop,74.2,82.1,85.7,37.9,5.0,8,59.1,1500,charging,3.0,56.0,45.1,100,41.4,87.0,61.9,0
desktop,8.0,89.1,69.7,39.7,4.8,8,,,,3963.0,32.0,66.2,100,100,67.0,76.4,25.8
desktop,77.9,53.2,81.1,71.2,2.3,8,,,,335.9,132.0,66.3,73.0,100,57.4,65.5,13.8
desktop,43.8,72.7,68.0,62.3,6.0,16,,,,13.4,25.0,79.7,97.2,100,100,91.2,31.2
desktop,39.8,18.0,64.6,41.2,4.7,8,,,,1049.4,44.0,93.6,100,100,73.0,88.0,52.3
desktop,66.5,61.0,74.9,43.4,18.1,32,,,,2802.9,156.0,74.7,100,100,30.8,69.0,16.4
desktop,3.6,40.1,60.2,53.4,7.5,16,,,,1125.0,17.0,99.7,100,100,80.0,94.1,57.7
desktop,23.9,86.0,68.6,41.3,18.8,32,,,,227.1,61.0,70.6,100,100,76.5,82.6,59.8
desktop,15.3,64.4,65.5,50.4,7.9,16,,,,2101.4,21.0,86.5,100,100,80.0,89.1,45.7
desktop,43.0,22.9,62.4,47.1,4.2,8,,,,47.0,87.0,96.6,100,100,71.5,89.1,39.7
desktop,45.6,20.6,63.4,66.1,10.8,32,,,,463.1,73.0,95.2,92.7,100,70.5,87.5,46.1
laptop,82.7,43.6,74.5,52.4,15.2,32,57.9,1500,charging,7.9,151.0,79.7,100,40.5,63.3,69.9,0
laptop,30.1,74.2,67.7,66.7,2.7,8,67.0,1073,charging,3311.0,57.0,79.5,81.6,51.8,54.5,69.8,19.0
desktop,27.0,53.4,61.7,30.0,22.4,32,,,,582.3,39.0,96.3,100,100,87.5,95.2,48.5
laptop,73.3,69.2,76.7,53.3,15.0,32,58.6,1500,charging,124.8,118.0,68.1,100,41.0,66.9,66.4,0
laptop,72.8,49.2,76.3,44.9,4.4,8,59.2,1500,charging,144.9,155.0,76.6,100,41.4,62.9,69.2,0
desktop,51.8,55.8,73.5,57.0,3.4,8,,,,1841.8,85.0,78.8,95.2,100,52.5,76.6,39.4
desktop,28.6,32.2,58.1,30.6,22.2,32,,,,128.0,37.0,100,100,100,96.5,99.7,48.6
desktop,20.7,88.9,70.0,38.3,4.9,8,,,,10.7,39.0,66.0,100,100,95.5,85.4,66.4
desktop,17.4,36.7,56.6,47.2,16.9,32,,,,348.9,37.0,100,100,100,88.5,94.6,43.5
desktop,67.8,35.4,77.0,40.1,9.6,16,,,,4315.1,82.0,75.3,100,100,42.0,74.3,23.2
desktop,36.2,44.9,62.5,36.6,10.1,16,,,,341.7,71.0,96.5,100,100,71.5,89.8,43.1
laptop,48.0,76.5,70.6,60.7,6.3,16,57.8,1500,discharging,58.9,66.0,74.6,99.2,40.5,82.0,70.0,9.2
laptop,71.8,25.7,71.2,41.9,18.6,32,57.8,1500,discharging,157.3,136.0,84.3,100,40.5,65.0,71.1,0
laptop,14.7,35.0,61.9,48.1,8.3,16,85.0,520,discharging,134.0,34.0,97.3,100,87.3,98.0,93.4,37.6
laptop,7.8,87.4,68.6,46.9,8.5,16,90.6,238,charging,11.9,24.0,69.3,100,100,100,90.1,64.0
laptop,16.5,16.7,55.3,47.8,8.3,16,90.0,414,discharging,167.2,27.0,100,100,93.2,100,96.6,51.0
